,Compound Score,Date,Negative Score,Neutral Score,News Outlet,Positive Score,Tweet Count,Tweet Text
15,-0.6597,2018-10-03 23:09:47+00:00,0.18,0.82,@nytimes,0.0,16,RT @nytimes: Cervical cancer could be eliminated in Australia within the next two decades because of a government program to vaccinate chil…
16,-0.5106,2018-10-03 23:09:46+00:00,0.121,0.879,@nytimes,0.0,17,"RT @nytimes: As the 1980s ended, Donald Trump’s big bets began to go bust. Trump Shuttle was failing to make loan payments within 15 months…"
17,0.0,2018-10-03 23:09:46+00:00,0.0,1.0,@nytimes,0.0,18,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
18,0.6705,2018-10-03 23:09:46+00:00,0.0,0.686,@nytimes,0.314,19,RT @nytimes: How Times journalists uncovered the original source of the president’s wealth https://t.co/kBccM5h95D
19,-0.34,2018-10-03 23:09:45+00:00,0.179,0.821,@nytimes,0.0,20,@nytimes Because he wont rewrite the law.   These 650 + need to resign.
20,0.4609,2018-10-03 23:09:45+00:00,0.098,0.669,@nytimes,0.233,21,"@TimesTalks @cthagod @kanyewest @joncaramanica @nytimes No, nope, &amp; not a chance in hell. The black Heinrich and Ad… https://t.co/Ygo06PvsAb"
21,0.0,2018-10-03 23:09:44+00:00,0.0,1.0,@nytimes,0.0,22,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
22,0.0,2018-10-03 23:09:43+00:00,0.0,1.0,@nytimes,0.0,23,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
23,-0.2263,2018-10-03 23:09:42+00:00,0.134,0.769,@nytimes,0.097,24,RT @MarkYoungTruth: The failing @nytimes New York Times using current cash value calculations in an attempt to defame @realDonaldTrump is a…
24,-0.7845,2018-10-03 23:09:41+00:00,0.385,0.615,@nytimes,0.0,25,@BriceEverson @KymberleyDawn1 @benlandis @WhiteHouse @nytimes I hate any who's stolen from America; incarcerates/ab… https://t.co/byUdEfhAu6
25,-0.4215,2018-10-03 23:09:40+00:00,0.109,0.891,@nytimes,0.0,26,RT @cenkuygur: With both the @nytimes story about his tax evasion - and his pathological lies about how he was a self-made man - and the at…
26,0.0,2018-10-03 23:09:38+00:00,0.0,1.0,@nytimes,0.0,27,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
27,-0.2263,2018-10-03 23:09:38+00:00,0.134,0.769,@nytimes,0.097,28,RT @MarkYoungTruth: The failing @nytimes New York Times using current cash value calculations in an attempt to defame @realDonaldTrump is a…
28,0.0,2018-10-03 23:09:36+00:00,0.0,1.0,@nytimes,0.0,29,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
29,0.0,2018-10-03 23:09:36+00:00,0.0,1.0,@nytimes,0.0,30,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
30,0.6705,2018-10-03 23:09:36+00:00,0.0,0.792,@nytimes,0.208,31,"RT @brianstelter: You know it's a huge story when... the Trump wealth investigation is STILL atop the @NYTimes home page, more than 24 hour…"
31,0.0,2018-10-03 23:09:35+00:00,0.0,1.0,@nytimes,0.0,32,"The Senate Should Not Confirm Kavanaugh. Signed, 650+ Law Professors.   via @NYTimes https://t.co/bUNPA8eT43"
32,0.0,2018-10-03 23:09:35+00:00,0.0,1.0,@nytimes,0.0,33,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
33,0.0,2018-10-03 23:09:35+00:00,0.0,1.0,@nytimes,0.0,34,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
34,-0.5859,2018-10-03 23:09:34+00:00,0.278,0.595,@nytimes,0.127,35,"@nytimes The Lord is protecting and blessing Kavanaugh and his family against corrupt, dishonest, liar and traitors… https://t.co/pFt4XqFN5V"
35,0.0,2018-10-03 23:09:34+00:00,0.0,1.0,@nytimes,0.0,36,"RT @carolynryan: We had to bring in extra printing plant workers at @nytimes to put out this 8-page 14,000-word historic investigation. htt…"
36,0.0,2018-10-03 23:09:33+00:00,0.0,1.0,@nytimes,0.0,37,@nytimes Liberals all political
37,0.0,2018-10-03 23:09:31+00:00,0.0,1.0,@nytimes,0.0,38,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
38,0.7297,2018-10-03 23:09:30+00:00,0.0,0.746,@nytimes,0.254,39,"RT @Alkhaldi9999999: King Salman is a red line for the Saudi people 👌

@FoxNews 
@FinancialTimes 
@thesundaytimes 
@TIME 
@nytimes 
@WSJ 
@…"
39,0.0,2018-10-03 23:09:29+00:00,0.0,1.0,@nytimes,0.0,40,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
40,0.0,2018-10-03 23:09:29+00:00,0.0,1.0,@nytimes,0.0,41,@nytimes So?
41,0.0,2018-10-03 23:09:28+00:00,0.0,1.0,@nytimes,0.0,42,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
42,0.0,2018-10-03 23:09:28+00:00,0.0,1.0,@nytimes,0.0,43,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
43,0.4019,2018-10-03 23:09:28+00:00,0.0,0.803,@nytimes,0.197,44,@nytimes You can take your letter and clean your windows with it .
44,0.6705,2018-10-03 23:09:27+00:00,0.0,0.686,@nytimes,0.314,45,RT @nytimes: How Times journalists uncovered the original source of the president’s wealth https://t.co/kBccM5h95D
45,-0.5859,2018-10-03 23:09:27+00:00,0.16,0.84,@nytimes,0.0,46,"RT @richardhine: Following @nytimes reports about the massive handouts that Trump received and the massive tax fraud that followed, the myt…"
46,0.5994,2018-10-03 23:09:27+00:00,0.0,0.671,@nytimes,0.329,47,"@nytimes Lol 90% of law professors.

Might as well say ‘ Registered Democrats ‘"
47,-0.4588,2018-10-03 23:09:27+00:00,0.158,0.842,@nytimes,0.0,48,RT @HallieJackson: .@RepSwalwell on @nytimes investigation: The American people deserve to know if their president is a cheat.
48,0.0,2018-10-03 23:09:26+00:00,0.0,1.0,@nytimes,0.0,49,@nytimes Only 650+ ?
49,0.0,2018-10-03 23:09:26+00:00,0.0,1.0,@nytimes,0.0,50,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
50,0.6239,2018-10-03 23:09:25+00:00,0.0,0.687,@nytimes,0.313,51,"@LAFashionDist @nytimes Wow, they've finally got something right about LA!"
51,0.0,2018-10-03 23:09:25+00:00,0.0,1.0,@nytimes,0.0,52,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
52,0.3008,2018-10-03 23:09:25+00:00,0.0,0.871,@nytimes,0.129,53,@smerconish @nytimes @realDonaldTrump Almost sounds like extortion. I wouldn’t imagine someone doing that to any sitting president.
53,0.0,2018-10-03 23:09:25+00:00,0.0,1.0,@nytimes,0.0,54,"RT @nytimes: By age 3, Donald Trump was earning $200,000 a year in today’s dollars from his father’s empire.

In all, financial records rev…"
54,-0.5994,2018-10-03 23:09:25+00:00,0.249,0.605,@nytimes,0.146,55,"@AngelaR33734347 @nytimes 1. She has defended him recently
2. She created a War Room to attack these women. She was well aware..."
55,0.7297,2018-10-03 23:09:25+00:00,0.0,0.746,@nytimes,0.254,56,"RT @Alkhaldi9999999: King Salman is a red line for the Saudi people 👌

@FoxNews 
@FinancialTimes 
@thesundaytimes 
@TIME 
@nytimes 
@WSJ 
@…"
56,0.0,2018-10-03 23:09:25+00:00,0.0,1.0,@nytimes,0.0,57,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
57,-0.2263,2018-10-03 23:09:24+00:00,0.134,0.769,@nytimes,0.097,58,RT @MarkYoungTruth: The failing @nytimes New York Times using current cash value calculations in an attempt to defame @realDonaldTrump is a…
58,0.6705,2018-10-03 23:09:23+00:00,0.0,0.686,@nytimes,0.314,59,RT @nytimes: How Times journalists uncovered the original source of the president’s wealth https://t.co/kBccM5h95D
59,-0.2263,2018-10-03 23:09:23+00:00,0.134,0.769,@nytimes,0.097,60,RT @MarkYoungTruth: The failing @nytimes New York Times using current cash value calculations in an attempt to defame @realDonaldTrump is a…
60,0.5719,2018-10-03 23:09:23+00:00,0.0,0.684,@nytimes,0.316,61,@nytimes Cant wait till he sues you and wins.
61,-0.6597,2018-10-03 23:09:23+00:00,0.188,0.812,@nytimes,0.0,62,Australia might see an elimination of cervical cancer in the next two decades due to a government program to vaccin… https://t.co/Nec5APz7vm
62,0.3612,2018-10-03 23:09:23+00:00,0.0,0.857,@nytimes,0.143,63,"RT @smerconish: Using words like ""fraud"", ""sham"", ""improper"", ""siphoned"", ""con"", ""ruse"", ""dodged"", @nytimes is inviting/begging @realDonald…"
63,0.4019,2018-10-03 23:09:21+00:00,0.0,0.891,@nytimes,0.109,64,"RT @NewYorker: The @nytimes article claims that Trump didn’t merely get some family support, he received a vast fortune, and some of the fa…"
64,0.4588,2018-10-03 23:09:21+00:00,0.0,0.4,@nytimes,0.6,65,@nytimes Who cares
65,-0.5859,2018-10-03 23:09:21+00:00,0.16,0.84,@nytimes,0.0,66,"RT @richardhine: Following @nytimes reports about the massive handouts that Trump received and the massive tax fraud that followed, the myt…"
66,0.7297,2018-10-03 23:09:20+00:00,0.0,0.746,@nytimes,0.254,67,"RT @Alkhaldi9999999: King Salman is a red line for the Saudi people 👌

@FoxNews 
@FinancialTimes 
@thesundaytimes 
@TIME 
@nytimes 
@WSJ 
@…"
67,0.0,2018-10-03 23:09:20+00:00,0.0,1.0,@nytimes,0.0,68,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
68,0.0772,2018-10-03 23:09:19+00:00,0.106,0.773,@nytimes,0.121,69,"@nytimes @backbeatlosit I will never go to the states again, I will avoid buying American produces like the plague,… https://t.co/T5usxaufd3"
69,-0.2263,2018-10-03 23:09:17+00:00,0.134,0.769,@nytimes,0.097,70,RT @MarkYoungTruth: The failing @nytimes New York Times using current cash value calculations in an attempt to defame @realDonaldTrump is a…
70,-0.4215,2018-10-03 23:09:17+00:00,0.109,0.891,@nytimes,0.0,71,RT @cenkuygur: With both the @nytimes story about his tax evasion - and his pathological lies about how he was a self-made man - and the at…
71,0.8625,2018-10-03 23:09:16+00:00,0.067,0.565,@nytimes,0.368,72,@nytimes Yeah and people care so much about 23 year old taxes that you have to PAY for a PROMOTED Tweet hoping peop… https://t.co/4Tks85mPKq
72,0.0,2018-10-03 23:09:15+00:00,0.0,1.0,@nytimes,0.0,73,"@Chapman_SteveG @nytopinion @nytimes It's not, go look up ""financials"" and NYT."
73,-0.872,2018-10-03 23:09:15+00:00,0.331,0.669,@nytimes,0.0,74,"RT @TheMurdochTimes: 'Hate for The Last Jedi' was Fake News. The kind of Fake News that @CNN, @NYTimes, @VanityFair, @NBCNews and the rest…"
74,0.7096,2018-10-03 23:09:15+00:00,0.0,0.796,@nytimes,0.204,75,"RT @nytimes: By Nov. 22, 1997, Donald Trump and his siblings owned nearly all of their father’s real estate empire free and clear of estate…"
75,0.4019,2018-10-03 23:09:13+00:00,0.0,0.828,@nytimes,0.172,76,"@joyreaper @nytimes @cnsnews Interesting tactic, defund DeepState CIA by means of defamation suit. 
https://t.co/OBIpQXVAKP"
76,0.0,2018-10-03 23:09:13+00:00,0.0,1.0,@nytimes,0.0,77,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
77,0.2023,2018-10-03 23:09:12+00:00,0.0,0.927,@nytimes,0.073,78,"RT @nytimes: In the 1980s, Fred Trump made an important structural change to his empire that produced a big new source of revenue for Donal…"
78,0.6705,2018-10-03 23:09:12+00:00,0.0,0.686,@nytimes,0.314,79,RT @nytimes: How Times journalists uncovered the original source of the president’s wealth https://t.co/kBccM5h95D
79,-0.1531,2018-10-03 23:09:10+00:00,0.153,0.676,@nytimes,0.171,80,"RT @Cuprikorn66: @mateagold @nytimes Okay, okay @realDonaldTrump is a career criminal. Every single decent living person already knows this…"
80,0.0,2018-10-03 23:09:10+00:00,0.0,1.0,@nytimes,0.0,81,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
81,0.1098,2018-10-03 23:09:10+00:00,0.159,0.651,@nytimes,0.19,82,"RT @andywoolard: @MarkYoungTruth @nytimes @realDonaldTrump Never fear, they will go lower."
82,-0.4588,2018-10-03 23:09:10+00:00,0.115,0.885,@nytimes,0.0,83,"RT @farhip: Trump's attorney has threatened the @nytimes over its tax story. If history is any guide, nothing will ever come of it. Somethi…"
83,0.0,2018-10-03 23:09:09+00:00,0.0,1.0,@nytimes,0.0,84,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
84,0.0,2018-10-03 23:09:08+00:00,0.0,1.0,@nytimes,0.0,85,"RT @SaysHummingbird: “I got peanuts” from my dad, Trump has said. @nytimes investigation found Trump received $413m from his dad &amp; another…"
85,0.0,2018-10-03 23:09:08+00:00,0.0,1.0,@nytimes,0.0,86,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
86,0.5994,2018-10-03 23:09:08+00:00,0.0,0.795,@nytimes,0.205,87,"RT @nytimes: When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver created a stea…"
87,0.0,2018-10-03 23:09:08+00:00,0.0,1.0,@nytimes,0.0,88,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
88,0.0,2018-10-03 23:09:07+00:00,0.0,1.0,@nytimes,0.0,89,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
89,0.128,2018-10-03 23:09:07+00:00,0.0,0.919,@nytimes,0.081,90,@Mleppard01 @nytimes What makes you think you have equivalent standing to make that judgement as legal professional… https://t.co/lxrDzZF1my
90,0.0,2018-10-03 23:09:06+00:00,0.0,1.0,@nytimes,0.0,91,RT @wreckon95: @MarkYoungTruth @nytimes @realDonaldTrump Even for them? Did not know @nytimes had any level of bottom they would not go to?…
91,0.0,2018-10-03 23:09:06+00:00,0.0,1.0,@nytimes,0.0,92,@JTPaar @nytimes And 64+ million say don’t.
92,-0.7351,2018-10-03 23:09:05+00:00,0.396,0.604,@nytimes,0.0,93,@maddow @nytimes @ThisWeekABC @FaceTheNation @MeetThePress It's bizarre that news organizations stubbornly ignore i… https://t.co/3Z36kX1yKu
93,0.0,2018-10-03 23:09:05+00:00,0.0,1.0,@nytimes,0.0,94,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
94,0.0,2018-10-03 23:09:04+00:00,0.0,1.0,@nytimes,0.0,95,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
95,0.0,2018-10-03 23:09:02+00:00,0.0,1.0,@nytimes,0.0,96,RT @nytimes: The earthquake turned the ground into jelly in a deadly churn that sent buildings flowing sideways even as they were being suc…
96,0.4019,2018-10-03 23:09:02+00:00,0.0,0.863,@nytimes,0.137,97,"@zulustarlord @nytimes Yes, she'd been spending time there again #RIP

""Ms. Fares, who was originally from Baghdad,… https://t.co/M5kRLVYxaV"
97,0.0,2018-10-03 23:09:01+00:00,0.0,1.0,@nytimes,0.0,98,@WilliamPecota @nhannahjones @glynmoody @nytimes I think they were complicit in Trump's victory regardless. I don't… https://t.co/QFKcCA9dLR
98,0.0,2018-10-03 23:09:01+00:00,0.0,1.0,@nytimes,0.0,99,RT @ClayTravis: So despite selling more copies than many of the books on @nytimes bestseller list they left my book off. I bet if I’d had K…
99,-0.6222,2018-10-03 23:09:00+00:00,0.163,0.837,@nytimes,0.0,100,"RT @nytimes: The most overt fraud was All County Building Supply &amp; Maintenance, a company formed by the Trump family in 1992: https://t.co/…"
